"Date","AAPL","SPX","VIX","SPGSCITR","BNDGLB","EEM"
2004-11-22,4.3821,1177.24,12.97,5831.47,244.77,21.1489
2004-11-23,4.3764,1176.94,12.67,5871,245.1,21.1856
2004-11-24,4.575,1181.76,12.72,5992.23,245.12,21.4111
2004-11-26,4.6107,1182.65,12.78,5981.56,245.43,21.7667
2004-11-29,4.8886,1178.57,13.3,5943.67,245.48,21.6333
2004-11-30,4.7893,1173.82,13.24,5864.79,244.94,21.6733
2004-12-01,4.8421,1191.37,12.97,5592.74,244.94,21.8389
2004-12-02,4.6579,1190.33,12.98,5339.15,244.9,21.8067
2004-12-03,4.4771,1191.17,12.96,5292.87,244.43,21.9056
2004-12-06,4.6986,1190.25,13.19,5333.54,246.12,21.8744
2004-12-07,4.4921,1177.07,13.67,5186.98,246.7,21.5389
2004-12-08,4.52,1182.81,13.19,5222.84,246.82,21.4256
2004-12-09,4.5707,1189.24,12.88,5299.33,246.7,21.0767
2004-12-10,4.6536,1188,12.76,5164.7,246.41,21.0556
2004-12-13,4.6364,1198.68,12.54,5253.96,246.29,21.3756
2004-12-14,4.6636,1203.38,12.73,5312.75,246.81,21.5722
2004-12-15,4.6614,1205.72,12.35,5494.38,246.73,21.8711
2004-12-16,4.7569,1203.21,12.27,5443.5,247.97,21.7611
2004-12-17,4.6421,1194.22,11.95,5648.81,246.71,21.7111
2004-12-20,4.48,1194.65,11.83,5547.4,246.35,21.9944
2004-12-21,4.5493,1205.45,11.55,5543.69,246.35,22.2056
2004-12-22,4.5536,1209.57,11.45,5427.46,246.35,22.2
2004-12-23,4.5721,1210.13,11.23,5407.9,246.35,22.0811
2004-12-27,4.5114,1204.92,12.14,5187.06,246.35,22.0644
2004-12-28,4.5843,1213.54,12,5215.49,246.35,22.1789
2004-12-29,4.6029,1213.45,11.62,5282.59,246.35,22.3011
2004-12-30,4.6286,1213.55,12.56,5281.95,246.35,22.2444
2004-12-31,4.6,1211.92,13.29,5278.98,246.35,22.4278
2005-01-03,4.5207,1202.08,14.08,5173.25,247.69,22.1944
2005-01-04,4.5671,1188.05,13.98,5251.96,247.3,21.5111
2005-01-05,4.6071,1183.74,14.09,5208.85,246.05,21.2478
2005-01-06,4.6107,1187.89,13.58,5395.42,246.18,21.2333
2005-01-07,4.9464,1186.19,13.49,5386.83,245.8,21.2744
2005-01-10,4.9257,1190.25,13.23,5403.23,245.54,21.3011
2005-01-11,4.6114,1182.99,13.19,5423.67,245.9,21.2611
2005-01-12,4.6757,1187.7,12.56,5441.54,246.48,21.5222
2005-01-13,4.9857,1177.45,12.84,5610.52,247.39,21.4333
2005-01-14,5.0143,1184.52,12.43,5612.08,247.66,21.8167
2005-01-18,5.0464,1195.98,12.47,5593.59,247.03,21.7778
2005-01-19,4.9914,1184.63,13.18,5576.15,247.12,21.4778
2005-01-20,5.0329,1175.41,13.83,5541.55,247.34,21.2111
2005-01-21,5.035,1167.87,14.36,5639.9,247.1,21.5
2005-01-24,5.0543,1163.75,14.65,5681.93,247.45,21.4667
2005-01-25,5.1464,1168.41,14.06,5747.46,247.9,21.6611
2005-01-26,5.1607,1174.07,13.44,5712.79,246.92,21.9778
2005-01-27,5.1886,1174.55,13.24,5690.65,246.93,21.9989
2005-01-28,5.2843,1171.36,13.24,5558.48,247.19,22.0189
2005-01-31,5.4929,1181.27,12.82,5635.92,247.59,22.3089
2005-02-01,5.5379,1189.41,12.03,5557.08,247.59,22.5
2005-02-02,5.6879,1193.19,11.66,5506.54,247.8,22.5711
2005-02-03,5.5579,1189.89,11.79,5457.21,247.75,22.5022
2005-02-04,5.6314,1203.03,11.21,5448.19,247.19,22.9
2005-02-07,5.6386,1201.72,11.73,5354.46,248.3,22.9722
2005-02-08,5.7786,1202.3,11.6,5381.61,248.15,23.0167
2005-02-09,5.6243,1191.99,12,5400.72,247.72,22.9422
2005-02-10,5.5971,1197.01,11.51,5537.75,248.25,23.0533
2005-02-11,5.8007,1205.3,11.43,5533.72,247.86,23.2778
2005-02-14,6.045,1206.14,11.52,5552.09,247.54,23.4444
2005-02-15,6.315,1210.12,11.27,5555.66,248.95,23.5
2005-02-16,6.4379,1210.34,11.1,5616.33,247.92,23.4278
2005-02-17,6.2721,1200.75,11.77,5571.23,247.38,23.3889
2005-02-18,6.2007,1201.59,11.18,5625.3,247.46,23.6767
2005-02-22,6.0921,1184.16,13.14,5863.41,246.67,23.59
2005-02-23,6.3021,1190.8,12.39,5886.82,247.21,23.6989
2005-02-24,6.3521,1200.2,11.57,5896.74,247.11,24.0667
2005-02-25,6.3564,1211.37,11.49,5936.05,246.87,24.51
2005-02-28,6.4086,1203.6,12.08,5986.82,246.8,24.4689
2005-03-01,6.3571,1210.41,12.04,5974.31,246.38,24.5378
2005-03-02,6.303,1210.08,12.5,6092.65,245.98,24.1333
2005-03-03,5.97,1210.47,12.93,6138.33,245.97,24.2
2005-03-04,6.1157,1222.12,11.94,6143.63,247.25,24.4889
2005-03-07,6.1071,1225.31,12.26,6143.49,247.13,24.65
2005-03-08,5.79,1219.43,12.4,6243.46,247.1,24.4622
2005-03-09,5.6214,1207.01,12.7,6275.28,246.09,24.3222
2005-03-10,5.69,1209.25,12.49,6189.89,246.43,24.0889
2005-03-11,5.7529,1200.08,12.8,6268.18,246.43,23.9533
2005-03-14,5.76,1206.83,12.39,6304.3,245.83,23.77
2005-03-15,5.8514,1197.75,13.15,6346.98,245.78,23.1778
2005-03-16,5.8829,1188.07,13.49,6454.76,246.29,22.9811
2005-03-17,6.0357,1190.21,13.29,6452.41,246.42,23.4
2005-03-18,6.1371,1189.65,13.14,6460.28,245.79,23.2944
2005-03-21,6.2429,1183.78,13.61,6459.86,245.25,22.9578
2005-03-22,6.1186,1171.71,14.27,6381.24,244.66,22.5333
2005-03-23,6.0786,1172.53,14.06,6234.92,243.79,22.2478
2005-03-24,6.0714,1171.42,13.42,6289.52,243.8,22.2233
2005-03-28,6.0757,1174.28,13.75,6247.73,243.23,22.3767
2005-03-29,5.9643,1165.36,14.49,6267.26,243.52,21.7978
2005-03-30,6.1143,1181.41,13.64,6281.79,244.02,22.2944
2005-03-31,5.9529,1180.59,14.02,6439.38,244.01,22.5333
2005-04-01,5.8414,1172.92,14.09,6573.73,244.99,22.6667
2005-04-04,5.87,1176.12,14.11,6539.08,244.99,22.7167
2005-04-05,5.9843,1181.39,13.68,6462.87,244.27,22.7111
2005-04-06,6.0471,1184.07,13.15,6430.41,244.53,23.0222
2005-04-07,6.2229,1191.14,12.33,6278.19,244.57,23.2544
2005-04-08,6.2486,1181.2,12.62,6180.09,244.58,23.1444
2005-04-11,5.9886,1181.21,11.98,6210.41,244.93,22.9222
2005-04-12,6.0943,1187.76,11.3,6102.51,245.4,23.2111
2005-04-13,5.8629,1173.79,13.31,5973.54,245.41,22.7489
2005-04-14,5.3229,1162.05,14.53,6026.99,245.27,22.1667
2005-04-15,5.05,1142.62,17.74,5968.65,246.32,21.7
2005-04-18,5.0886,1145.98,16.56,5920.23,246.32,21.9567
2005-04-19,5.2986,1152.78,14.96,6105.61,247.59,22.3244
2005-04-20,5.0729,1137.5,16.92,6162.48,247.74,21.7978
2005-04-21,5.3114,1159.95,14.41,6182.18,247.12,22.4256
2005-04-22,5.0714,1152.12,15.38,6269.48,247.75,22.1778
2005-04-25,5.2829,1162.1,14.62,6228.9,247.7,22.5978
2005-04-26,5.17,1151.74,14.91,6199.51,247.7,22.3667
2005-04-27,5.1357,1156.38,14.87,5991.87,247.78,22.1644
2005-04-28,5.0771,1143.22,16.86,5994.21,248.19,21.8111
2005-04-29,5.1514,1156.85,15.31,5856.56,248.1,22.2522
2005-05-02,5.2043,1162.16,15.12,5915.22,248.14,22.4
2005-05-03,5.1729,1161.17,14.53,5795.56,248.05,22.3789
2005-05-04,5.3071,1175.65,13.85,5840.87,248.57,22.9889
2005-05-05,5.24,1172.63,13.98,5868.04,248.8,23.11
2005-05-06,5.32,1171.35,14.05,5859.47,248.8,23.1722
2005-05-09,5.2814,1178.84,13.75,5907.69,247.24,23.1933
2005-05-10,5.2029,1166.22,14.91,5944.03,247.91,22.6722
2005-05-11,5.0871,1171.11,14.45,5834.87,247.84,22.7778
2005-05-12,4.8757,1159.36,16.12,5692.43,247.56,22.3889
2005-05-13,4.9671,1154.05,16.32,5667.29,247.48,22.1589
2005-05-16,5.0786,1165.69,15.68,5636.42,247.35,22.4222
2005-05-17,5.0514,1173.8,14.57,5684.05,247.43,22.4278
2005-05-18,5.12,1185.56,13.63,5604.41,247.91,22.8744
2005-05-19,5.3643,1191.08,13.32,5590.54,247.57,22.9578
2005-05-20,5.3643,1189.28,13.14,5581.71,247.08,22.9
2005-05-23,5.68,1193.86,12.95,5629.04,247.9,22.9756
2005-05-24,5.6714,1194.07,12.69,5660.74,248.32,22.9089
2005-05-25,5.6829,1190.01,12.58,5759.8,248.19,22.7444
2005-05-26,5.82,1197.62,12.24,5765.27,247.88,23
2005-05-27,5.7943,1198.78,12.15,5811.14,248.01,23.1556
2005-05-31,5.6799,1191.5,13.29,5813.64,248.44,22.9556
2005-06-01,5.7571,1202.27,12.36,6044.82,249.06,23.2267
2005-06-02,5.72,1204.29,11.84,5998.55,249.22,23.4033
2005-06-03,5.4629,1196.02,12.15,6122.06,248.78,23.2822
2005-06-06,5.4171,1197.51,12.28,6126.95,249.2,23.5167
2005-06-07,5.22,1197.26,12.39,6075.37,249.79,23.4
2005-06-08,5.2743,1194.67,12.7,5974.41,249.71,23.3111
2005-06-09,5.3786,1200.93,12.08,6108.76,248.88,23.4333
2005-06-10,5.1157,1198.11,11.96,6037.78,247.85,23.5
2005-06-13,5.1286,1200.82,11.65,6193.52,247.04,23.5933
2005-06-14,5.1429,1203.91,11.79,6143.85,246.82,23.69
2005-06-15,5.3043,1206.58,11.46,6194.86,246.83,23.8667
2005-06-16,5.4257,1210.96,11.15,6267.76,247.16,24.08
2005-06-17,5.4729,1216.96,11.48,6398.97,247.2,24.37
2005-06-20,5.3729,1216.1,11.47,6457.25,247.24,24.15
2005-06-21,5.4086,1213.61,11.08,6373.02,248.08,24.0333
2005-06-22,5.5071,1213.88,11.05,6309.57,248.98,24.26
2005-06-23,5.5557,1200.73,12.13,6405.21,248.66,23.8333
2005-06-24,5.3943,1191.57,12.18,6420.4,249.06,23.75
2005-06-27,5.3,1190.69,12.52,6447.5,249.5,23.9
2005-06-28,5.33,1201.57,11.58,6268.29,249.52,24.08
2005-06-29,5.1957,1199.85,11.77,6200.48,248.62,23.94
2005-06-30,5.2586,1191.33,12.04,6150.56,248.31,23.8667
2005-07-01,5.2143,1194.44,11.4,6328.25,247.33,23.9533
2005-07-05,5.4257,1204.99,11.68,6457.63,247.06,24.06
2005-07-06,5.3414,1194.94,12.27,6615.46,246.76,23.9433
2005-07-07,5.3757,1197.87,12.49,6555.51,247.12,24.0133
2005-07-08,5.4643,1211.86,11.45,6471.73,246.61,24.2633
2005-07-11,5.4429,1219.44,11.28,6404.51,247.12,24.6333
2005-07-12,5.4629,1222.21,10.95,6552.7,247.41,24.9267
2005-07-13,5.4786,1223.29,10.84,6510.18,246.66,24.91
2005-07-14,5.8214,1226.5,10.81,6364.46,246.6,25.0533
2005-07-15,5.9357,1227.92,10.33,6395.74,246.45,24.9167
2005-07-18,5.9271,1221.13,10.77,6322.24,246.39,24.84
2005-07-19,6.17,1229.35,10.45,6319.33,246.1,25.1233
2005-07-20,6.2329,1235.2,10.23,6274.1,246.19,25.1267
2005-07-21,6.1843,1227.04,10.97,6184.79,246.35,25.4
2005-07-22,6.2857,1233.68,10.52,6297.54,246.89,25.34
2005-07-25,6.2586,1229.03,11.1,6309,246.5,25.12
2005-07-26,6.2329,1231.16,10.99,6339.57,246.24,25.2633
2005-07-27,6.2843,1236.79,10.36,6363.45,246.1,25.4
2005-07-28,6.2571,1243.72,10.52,6435.61,246.77,25.7167
2005-07-29,6.0929,1234.18,11.57,6488.55,246.44,25.7
2005-08-01,6.1071,1235.35,12.08,6598.76,246.21,26.12
2005-08-02,6.17,1244.12,11.75,6649.96,246.19,26.5833
2005-08-03,6.1743,1245.04,11.83,6571.64,246.85,26.5167
2005-08-04,6.1014,1235.86,12.52,6618.35,246.78,26.2833
2005-08-05,6.1414,1226.42,12.48,6688.05,245.76,25.8
2005-08-08,6.0929,1223.13,13.21,6802.1,245.76,25.9767
2005-08-09,6.26,1231.38,12.4,6733.16,245.89,26.5
2005-08-10,6.1971,1229.13,12.38,6909.94,246.43,26.7833
2005-08-11,6.2857,1237.81,12.42,7018.27,247.21,26.6333
2005-08-12,6.5857,1230.39,12.74,7070.44,248.16,26.35
2005-08-15,6.8114,1233.87,12.26,7022.47,247.75,26.5333
2005-08-16,6.6071,1219.34,13.52,7029.08,248.14,26.0733
2005-08-17,6.7357,1220.24,13.3,6804.2,247.66,26.09
2005-08-18,6.6143,1219.02,13.42,6749.1,247.68,25.61
2005-08-19,6.5471,1219.71,13.42,6898.41,247.59,25.51
2005-08-22,6.5529,1221.73,13.42,6937.54,248.06,25.8267
2005-08-23,6.5343,1217.57,13.34,6947.36,248.2,25.5833
2005-08-24,6.5386,1209.59,14.17,7079.96,248.41,25.25
2005-08-25,6.58,1212.4,13.73,7083.39,248.84,25.5333
2005-08-26,6.5343,1205.1,13.72,6999.68,248.78,25.5
2005-08-29,6.5486,1212.28,13.52,7204.7,248.62,25.78
2005-08-30,6.6529,1208.41,13.65,7509.23,248.83,25.51
2005-08-31,6.6986,1220.33,12.6,7471.14,249.43,26.04
2005-09-01,6.6086,1221.59,13.15,7634.13,250.98,26.4
2005-09-02,6.6029,1218.02,13.57,7423.79,251.2,26.6333
2005-09-06,6.9714,1233.39,12.93,7305.83,250.62,26.9667
2005-09-07,6.9543,1236.36,12.52,7134.12,249.91,27
2005-09-08,7.1114,1231.67,12.93,7130.85,249.81,26.9567
2005-09-09,7.33,1241.48,11.98,7083.43,250.25,27.3533
2005-09-12,7.3429,1240.56,11.65,6958.55,249.32,27.3133
2005-09-13,7.26,1231.2,12.39,6940.67,249.43,27.0067
2005-09-14,7.0871,1227.16,12.91,7112.19,249.49,26.91
2005-09-15,7.1243,1227.73,12.49,7081.34,248.73,27.0667
2005-09-16,7.3157,1237.91,11.22,6918.35,248.02,27.4833
2005-09-19,7.52,1231.02,12.14,7387.94,248.2,27.4433
2005-09-20,7.5986,1221.34,12.64,7270.14,248.18,27.5167
2005-09-21,7.4443,1210.2,13.79,7336.37,248.95,27.7767
2005-09-22,7.4143,1214.62,13.33,7367.45,248.72,27.5
2005-09-23,7.6,1215.29,12.96,7166.68,247.73,27.4767
2005-09-26,7.6914,1215.63,13.04,7351.03,247.13,27.72
2005-09-27,7.6343,1215.66,12.76,7327.23,246.76,27.5367
2005-09-28,7.2971,1216.89,12.63,7529.42,246.99,27.85
2005-09-29,7.4771,1227.68,12.24,7536.69,246.79,28.34
2005-09-30,7.6586,1228.81,11.92,7472.48,246.53,28.2933
2005-10-03,7.7771,1226.7,12.46,7433.83,245.42,28.4733
2005-10-04,7.6786,1214.47,13.2,7334.49,245.57,28.2067
2005-10-05,7.54,1196.39,14.55,7243.72,245.92,27.35
2005-10-06,7.3857,1191.49,14.96,7049.68,246.49,26.3933
2005-10-10,7.1957,1187.33,15.55,7042.55,246.13,26.9567
2005-10-11,7.37,1184.87,15.63,7198.09,245.73,27.0733
2005-10-12,7.0357,1177.68,16.22,7228.97,245.35,26.2433
2005-10-13,7.6771,1176.84,16.47,7119.61,244.41,26.08
2005-10-14,7.7143,1186.57,14.87,7049.58,244.84,25.98
2005-10-17,7.6343,1190.1,14.67,7212.7,244.62,26.2667
2005-10-18,7.4586,1178.14,15.33,7063.86,244.31,25.6
2005-10-19,7.8486,1195.76,13.5,6997.76,244.84,26.1
2005-10-20,8.02,1177.8,16.11,6846.48,244.82,25.05
2005-10-21,7.9514,1179.59,16.13,6864.1,245.57,25.7167
2005-10-24,8.1129,1199.38,14.74,6819.95,245.19,26.41
2005-10-25,8.0143,1196.54,14.53,7095.73,245,25.89
2005-10-26,8.1471,1191.38,14.59,6949.01,243.82,25.9833
2005-10-27,7.9157,1178.9,16.02,6930.35,244.37,25.3667
2005-10-28,7.7814,1198.41,14.25,6890.4,244.05,26.0333
2005-10-31,8.2271,1207.01,15.32,6700.94,243.67,26.5
2005-11-01,8.2143,1202.76,14.85,6672.66,243.38,26.9667
2005-11-02,8.5643,1214.76,13.48,6632.28,243.21,27.3833
2005-11-03,8.8357,1219.94,13,6781.96,242.58,27.4133
2005-11-04,8.7357,1220.14,13.17,6687.33,241.6,27.3567
2005-11-07,8.6043,1222.81,13.1,6644.72,241.83,27.3767
2005-11-08,8.5571,1218.59,13.08,6647.89,242.59,27.12
2005-11-09,8.5871,1220.65,12.8,6602.08,241.86,27.5267
2005-11-10,8.74,1230.96,11.9,6487.7,242.46,27.57
2005-11-11,8.7914,1234.72,11.63,6498.78,242.46,27.63
2005-11-14,8.7786,1233.76,12.18,6509.44,241.85,27.5567
2005-11-15,8.8971,1229.01,12.23,6440.77,242.01,27.4
2005-11-16,9.2786,1231.21,12.26,6554.79,242.79,27.6333
2005-11-17,9.2171,1242.8,11.25,6454.03,243.42,28.04
2005-11-18,9.2229,1248.27,11.12,6402.74,242.69,28.1167
2005-11-21,9.28,1254.85,10.82,6420.08,243.49,28.1333
2005-11-22,9.5029,1261.23,10.6,6502.07,243.69,28.12
2005-11-23,9.5871,1265.61,10.96,6462.91,243.66,28.4167
2005-11-25,9.9057,1268.25,10.88,6450.39,243.88,28.3967
2005-11-28,9.9514,1257.46,11.84,6352.57,244.39,28.2167
2005-11-29,9.7286,1257.48,11.89,6315.95,243.53,27.9667
2005-11-30,9.6886,1249.48,12.06,6443.1,243.47,28.0333
2005-12-01,10.2286,1264.67,11.24,6590.97,242.96,28.7667
2005-12-02,10.3757,1265.08,11.01,6728.4,242.89,28.7333
2005-12-05,10.26,1262.09,11.6,6760.23,242.65,28.9667
2005-12-06,10.5786,1263.7,11.52,6721.19,243.44,29.2333
2005-12-07,10.5643,1257.37,12.18,6691.95,243.11,28.9567
2005-12-08,10.5829,1255.84,12.21,6902.74,244.11,28.74
2005-12-09,10.6186,1259.37,11.69,6771.96,243.36,29.0333
2005-12-12,10.7014,1260.43,11.47,6933.81,243.84,29.2
2005-12-13,10.7114,1267.43,11.11,7011.47,244.01,29.5833
2005-12-14,10.2871,1272.74,10.48,6925.49,245.73,29.3867
2005-12-15,10.3114,1270.94,10.73,6796.21,245.51,29.2667
2005-12-16,10.1586,1267.32,10.68,6655.68,246.11,29.1667
2005-12-19,10.1971,1259.92,11.38,6620.69,246.13,29.1
2005-12-20,10.3014,1259.62,11.19,6627.61,245.48,29.35
2005-12-21,10.5,1262.79,10.81,6678.78,244.87,29.8267
2005-12-22,10.5743,1268.12,10.29,6575.47,245.66,29.8333
2005-12-23,10.4786,1268.66,10.27,6526.71,246.24,29.68
2005-12-27,10.6043,1256.54,11.57,6400,246.53,29.35
2005-12-28,10.51,1258.17,11.35,6550.37,246.46,29.43
2005-12-29,10.2071,1254.42,11.61,6556.83,246.17,29.4333
2005-12-30,10.27,1248.29,12.07,6627.92,245.94,29.4167
2006-01-03,10.6786,1268.8,11.14,6729.99,247.09,30.5167
2006-01-04,10.71,1273.46,11.37,6736.52,247.84,30.7933
2006-01-05,10.6257,1273.48,11.31,6638.18,248.03,30.95
2006-01-06,10.9,1285.45,11,6728.18,248.36,31.5967
2006-01-09,10.8643,1290.15,11.13,6648.52,248.34,31.9067
2006-01-10,11.5514,1289.69,10.86,6619.88,247.81,31.5233
2006-01-11,11.9857,1294.18,10.94,6613.39,247.65,31.8933
2006-01-12,12.0416,1286.06,11.2,6597.79,248.12,31.45
2006-01-13,12.2271,1287.61,11.23,6603.96,248.74,31.4833
2006-01-17,12.1014,1282.93,11.91,6796.94,248.61,30.9333
2006-01-18,11.7843,1277.93,12.25,6703.38,248.77,30.9167
2006-01-19,11.2907,1285.04,11.98,6790.97,248.39,31.9167
2006-01-20,10.8699,1261.49,14.56,6917.2,248.47,30.9667
2006-01-23,11.0957,1263.82,13.93,6855.92,249.33,31.8667
2006-01-24,10.8629,1266.86,13.31,6805.01,249.08,32.3667
2006-01-25,10.6,1264.68,12.87,6714.99,247.92,32.3833
2006-01-26,10.3329,1273.83,12.42,6731.42,247.28,33.15
2006-01-27,10.29,1283.72,11.97,6837.72,246.91,33.53
2006-01-30,10.7143,1285.2,12.39,6956.21,246.5,33.3733
2006-01-31,10.7871,1280.08,12.95,6915.18,246.93,33.5933
2006-02-01,10.7743,1282.46,12.36,6785.48,246.27,33.5767
2006-02-02,10.3,1270.84,13.23,6647.97,246.13,32.7133
2006-02-03,10.2639,1264.03,12.96,6716.78,246.01,32.2667
2006-02-06,9.6143,1265.02,13.04,6647,246.08,33.0333
2006-02-07,9.6571,1254.78,13.59,6474.98,245.91,32.1667
2006-02-08,9.83,1265.65,12.83,6428.54,245.61,32.2667
2006-02-09,9.2786,1263.78,13.12,6415.5,245.89,32.35
2006-02-10,9.6157,1266.99,12.87,6304.62,245.67,32.3
2006-02-13,9.2443,1262.86,13.35,6243.24,245.64,31.5033
2006-02-14,9.6636,1275.53,12.25,6151.08,245.42,32.3
2006-02-15,9.8886,1280,12.31,6051.29,245.63,32.1333
2006-02-16,10.0814,1289.38,11.48,6111.56,245.66,32.9667
2006-02-17,10.0414,1287.24,12.01,6212.56,246.33,32.9233
2006-02-21,9.8686,1283.03,12.41,6349.05,246.13,32.6333
2006-02-22,10.1886,1292.67,11.88,6210.62,246.5,32.81
2006-02-23,10.25,1287.79,11.87,6203.69,246.56,32.8
2006-02-24,10.2086,1289.43,11.46,6334.05,246.43,32.8633
2006-02-27,10.1414,1294.12,11.59,6157.76,246.44,33.1633
2006-02-28,9.7843,1280.66,12.34,6216.45,247.2,32.3
2006-03-01,9.8714,1291.24,11.54,6254.76,246.76,33.1933
2006-03-02,9.9443,1289.14,11.72,6385.26,246.25,33.22
2006-03-03,9.6743,1287.23,11.96,6425.51,245.89,32.6667
2006-03-06,9.3543,1278.26,12.74,6284.55,245.27,32.1667
2006-03-07,9.4729,1275.88,12.66,6198.98,244.83,31.0333
2006-03-08,9.38,1278.47,12.32,6108.06,244.89,31.2167
2006-03-09,9.1329,1272.23,12.68,6164.58,245.04,30.9
2006-03-10,9.0271,1281.58,11.85,6134.07,244.27,31.55
2006-03-13,9.3829,1284.13,11.37,6268.37,244.21,31.5167
2006-03-14,9.6171,1297.48,10.74,6396.96,245.7,32.5
2006-03-15,9.4614,1303.02,11.35,6327.04,245.38,32.8767
2006-03-16,9.1871,1305.33,11.98,6395.96,246.62,32.5833
2006-03-20,9.1414,1305.08,11.79,6194.59,246.82,33
2006-03-21,8.83,1297.23,11.62,6236.5,245.85,32.3333
2006-03-22,8.81,1305.04,11.21,6185.58,246.08,32.69
2006-03-23,8.5943,1301.67,11.17,6347.06,245.33,32.3867
2006-03-24,8.5657,1302.95,11.19,6374.53,246.04,32.6667
2006-03-27,8.5014,1301.61,11.46,6365.4,246.27,32.8667
2006-03-28,8.3871,1293.23,11.58,6492.84,245.47,32.2667
2006-03-29,8.9043,1302.89,10.95,6535.74,244.51,32.8833
2006-03-30,8.9643,1300.25,11.57,6606.3,244.11,33.05
2006-03-31,8.96,1294.83,11.39,6535.38,244.48,33
2006-04-03,8.95,1297.81,11.57,6577.12,244.48,33.9333
2006-04-04,8.7386,1305.93,11.14,6519.9,244.82,34.1333
2006-04-05,9.6014,1311.56,11.13,6600.56,245.1,34.4833
2006-04-06,10.1771,1309.04,11.45,6672.81,244.5,34.3067
2006-04-07,9.97,1295.5,12.26,6613.65,243.5,33.7833
2006-04-10,9.81,1296.6,12.19,6739.15,243.46,33.6667
2006-04-11,9.7129,1286.57,13,6780.14,243.81,33.38
2006-04-12,9.53,1288.12,12.76,6795.75,243.47,33.5733
2006-04-13,9.4956,1289.12,12.38,6854.41,242.73,33.7333
2006-04-17,9.2587,1285.33,12.58,6976.25,243.82,34.1333
2006-04-18,9.46,1307.65,11.4,7130.92,244.29,35.2667
2006-04-19,9.3786,1309.93,11.32,7205.99,244.18,35.4833
2006-04-20,9.6614,1311.46,11.64,7136.01,244.09,35.3567
2006-04-21,9.5771,1311.28,11.59,7255.88,244.56,35.6333
2006-04-24,9.3929,1308.11,11.75,7108.48,245.41,35.1667
2006-04-25,9.4529,1301.74,11.75,7097.48,244.77,34.6833
2006-04-26,9.7357,1305.41,11.76,7041.76,244.52,35.3667
2006-04-27,9.9086,1309.72,11.84,6891.71,245.33,34.81
2006-04-28,10.0557,1310.61,11.59,6949.29,245.33,35.15
2006-05-01,9.9429,1305.19,12.54,7087.18,245.36,35.14
2006-05-02,10.2314,1313.21,11.99,7159.93,246,35.76
2006-05-03,10.1629,1307.85,11.99,6989.79,245.52,35.8
2006-05-04,10.1614,1312.25,11.86,6882.69,245.66,36.15
2006-05-05,10.27,1325.76,11.62,6923.87,246.52,36.7333
2006-05-08,10.27,1324.66,12,6880.55,246.59,37
2006-05-09,10.1471,1325.14,11.99,6980.55,246.76,37.0333
2006-05-10,10.0857,1322.85,11.78,7140.32,246.94,36.6333
2006-05-11,9.7357,1305.92,12.49,7254.09,246.72,35.7
2006-05-12,9.6714,1291.24,14.19,7132.17,246.4,34.7667
2006-05-15,9.6843,1294.5,13.57,6888.54,246.8,33.9333
2006-05-16,9.2829,1292.08,13.35,6900.9,247.51,34.1033
2006-05-17,9.3229,1270.32,16.26,6823.33,246.89,32.9333
2006-05-18,9.0257,1261.81,16.99,6847.8,247.56,32.3
2006-05-22,9.0543,1262.07,17.72,6820.7,247.77,31.4433
2006-05-23,9.0214,1256.58,18.26,6996.99,247.87,31.1
2006-05-24,9.0486,1258.57,17.36,6788.12,247.55,30.8833
2006-05-25,9.19,1272.88,15.5,6898.36,247.5,32.1967
2006-05-30,8.7457,1259.84,18.66,6958.91,247.75,30.7167
2006-05-31,8.5386,1270.09,16.44,6895.81,247.21,31.2333
2006-06-01,8.8814,1285.71,14.52,6849.07,246.99,31.8733
2006-06-02,8.8086,1288.22,14.32,7007.92,248.86,32.2
2006-06-05,8.5714,1265.29,16.65,7001.72,248.59,30.8333
2006-06-06,8.5319,1263.85,17.34,6951.48,247.77,30.6067
2006-06-07,8.3664,1256.15,17.8,6847.32,247.54,29.9333
2006-06-08,8.68,1257.93,18.35,6782.16,247.45,29.4
2006-06-09,8.4629,1252.3,18.12,6863.59,247.8,29.0167
2006-06-12,8.1429,1236.4,20.96,6783.48,247.62,27.9367
2006-06-13,8.3329,1223.69,23.81,6604.63,247.72,27.3167
2006-06-14,8.23,1230.04,21.46,6642.79,247.07,28.1
2006-06-15,8.4829,1256.16,15.9,6735.91,246.49,29.7367
2006-06-16,8.2229,1251.54,17.25,6746.29,246.26,29.5667
2006-06-19,8.1714,1240.14,17.83,6649.85,245.77,28.4667
2006-06-20,8.21,1240.12,16.69,6628.61,245.71,28.8167
2006-06-21,8.2657,1252.2,15.52,6717.08,245.85,29.75
2006-06-22,8.5114,1245.6,15.88,6750.92,244.99,29.2167
2006-06-23,8.4043,1244.5,15.89,6730.77,244.85,29.1667
2006-06-26,8.4271,1250.56,15.62,6800.11,244.35,29.1667
2006-06-27,8.2043,1239.2,16.4,6811.68,244.84,28.6167
2006-06-28,8.0029,1246,15.79,6812.79,244.31,29.5133
2006-06-29,8.4243,1272.87,13.03,6935.33,244.96,31.2667
2006-06-30,8.1814,1270.2,13.08,6975.97,246.68,31.3
2006-07-03,8.2786,1280.19,13.05,6989.7,246.5,31.9933
2006-07-05,8.1431,1270.91,14.15,7044.23,245.31,31
2006-07-06,7.9671,1274.08,13.65,7071.4,245.95,31.6333
2006-07-07,7.9143,1265.48,13.97,6983.27,247.08,31.0333
